speed,acceleration,altitude,power
5.618101782710437,-1.063644797225579,37.36408184666985,8.712640019125121
14.260714596148743,-0.26564340624978566,33.291209623140325,42.47097834284387
10.979909127171076,3.545473932021803,17.615391250286006,26.76518741671214
8.979877262955549,-1.5999561394010788,60.726667010148795,19.96395055175719
2.340279606636548,3.696496848121713,47.66241605086289,5.326750954051784
2.3399178050430396,-4.118655690233085,86.57009923240037,7.482875873608049
0.8712541825229919,2.767984372086307,3.2109580482058253,1.6963568585662059
12.992642186624028,3.475476330547364,64.38679275551263,38.7188280009778
9.016725176148132,-3.1818234716266125,76.29488785115612,21.665922708807827
10.621088666940683,-0.6965346762779951,75.94865691883071,26.7072050782837
0.3087674144370367,-3.345002253363444,88.60739670955252,6.121938425402975
14.548647782429915,2.066041289942177,72.9033742829494,47.01081981855914
12.486639612006327,0.35347768061656737,92.78100616476964,35.99902290857187
3.185086660174142,1.3532334670832107,33.26565998208915,4.368855139209916
2.727374508106509,-3.0351303304378883,50.32094167515431,5.521326590470505
2.7510676478015075,-2.882541379475805,1.4079663282890675,3.0253436467083796
4.563633644393066,-4.5850267449009365,0.6957587303291213,6.492651717014192
7.871346474483568,-1.779324648042703,24.012662045151988,14.481914490551931
6.479175279631736,0.59744661333675,10.080719713908525,9.198701753201998
4.368437102970629,3.5793491399732886,26.021136793575362,6.907379954187496
9.177793420835693,1.6692744745868069,17.70432945283974,18.566232125042376
2.0924079097806274,-0.6460367660024859,2.852002483864824,1.341252679376991
4.3821697280282725,4.531201143941377,90.93041464060494,10.652803609050412
5.495427649405375,2.1924520057583186,0.8223131388891525,7.177286669793434
6.841049763255539,4.301652028625501,73.60821443370854,15.191229108665908
11.777639420895204,0.27587973272165645,15.214788691951654,28.641237366683356
2.995106732375396,-2.410957252068604,91.22296219996,7.560759603696387
7.713516576204174,-4.47173313635278,89.27959395898858,18.599513860401135
8.886218532930638,2.2608485148385054,65.39011463692573,20.192905952265527
0.6967561907999659,-3.7869700199446585,67.22341498006051,5.351749596858971
9.113172778521575,-1.972248717280328,0.5339141969688543,17.622803686725938
2.557861855309373,0.32470907883897393,98.4871566113602,6.3952438241568395
0.9757738947791927,0.6441658777974766,87.78326035758144,4.901672895524322
14.233283058799998,1.0058319698713607,89.5106225730092,45.49571643997075
14.48448049611839,-3.337446696502994,65.92445370508719,46.92498108199267
12.125960221746917,-1.2026259517835127,34.47869286545365,31.733029879042142
4.56920653760056,1.1719422711696668,89.36486490904808,9.229744057687578
1.465081710095758,4.698188646337847,29.151692815119233,4.235971847376308
10.263495397682354,2.276311376996887,56.271154334220284,25.01958096085883
6.602287406094019,4.226037570939578,9.97309723438824,11.32971344572274
1.8305735226716824,2.62212058314177,92.19556301327502,6.5910383266159585
7.427653651669052,0.9171696889240044,14.077045777121333,12.196444887148592
0.5158278167282759,-3.0797663086365548,22.489680573040726,2.7175828502724455
13.639806031181731,1.6668565189251305,55.813415812821496,40.83296076375594
3.8816997240002538,1.2337956595990711,76.40930002129815,7.450881380325173
9.93783426530973,1.024691704572664,61.93513059362989,23.361212358920664
4.675666141341164,-0.10214132011759247,23.213391280015617,5.584110997116412
7.801020317667162,0.2865660398927563,0.09430425274903342,12.319181831915005
8.200654190149194,-1.6555747288189595,75.71505803074392,18.063686095228984
2.7728168328829055,0.19312692642303197,98.52073259110938,6.560302730510743
14.543769416468379,-3.0244409432152173,80.99131203060904,47.866031841018255
11.626992350416717,3.0517439736037684,46.02066181566153,30.864295300914733
14.092484123462837,-3.142230453012922,90.37672613991066,45.80957328751243
13.422410256414732,-4.150337101105336,40.984767311835,40.156626334445896
8.968499682166277,-0.6375397364284261,52.493408424346754,19.030237599234873
13.828113525346753,1.5830743950606188,47.712976739568326,41.42053076848429
